step,sim_time,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1782945409.677291,0.0,0.0,0.04999999999987631,0.0,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.6953423,5.108876389446257e-19,0.09999991326847234,0.09874998178184374,-1.8797802714316332e-21,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.7195415,4.959329006928725e-19,0.19749977959304688,0.14628122914548325,-2.413917937949706e-19,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.7430313,5.384986118418966e-19,0.2925621976678905,0.19262419735230937,-1.9230161731625402e-19,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.7622669,5.300689213087158e-19,0.3850918341211548,0.2378048814960803,-1.417752711308685e-19,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.7919526,5.676612528374417e-19,0.3971491822528122,0.2818595667467389,-1.0475833694410379e-19,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.8107188,5.870589454279346e-19,0.3937531455395426,0.30804160655736895,-8.326930617630526e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.8308494,5.934353386862389e-19,0.395850366657765,0.3126128591928033,-7.263329656212058e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.8478208,5.936310859859736e-19,0.39590994361420956,0.3133405893444679,-6.71253476333693e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.8657367,5.932191350053256e-19,0.395839239445217,0.3134781066930289,-6.38636014851088e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.8841016,5.929002680464096e-19,0.39585974801518975,0.31349992011374817,-6.187847484445972e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.8990812,5.926930906759691e-19,0.3958606654855634,0.3135030583798891,-6.06656003164765e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.9172204,5.925639096033801e-19,0.3958596378092342,0.3135037610472663,-5.992155580854135e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.9383185,5.924844298998179e-19,0.3958598497716001,0.3135038705372855,-5.946500759230367e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.9574928,5.924356070322482e-19,0.39585986608455703,0.313503881409061,-5.918490232591695e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.9786837,5.92405636845606e-19,0.3958598526857111,0.31350388529647105,-5.901302537076874e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945409.9967842,5.923872462521705e-19,0.3958598548563771,0.3135038859081354,-5.890755858947368e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.0159087,5.923759612759722e-19,0.3958598551374636,0.31350388591155287,-5.884284303773696e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.0375903,5.923690365700754e-19,0.39585985496931686,0.3135038859352743,-5.880313263662216e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.0647671,5.92364787474354e-19,0.3958598549910134,0.3135038859396207,-5.877876575309471e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.0850387,5.923621801662815e-19,0.3958598549954494,0.3135038859390444,-5.876381388722269e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.1053631,5.923605802845395e-19,0.39585985499339005,0.3135038859392225,-5.875463920759743e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.124919,5.92359598575212e-19,0.3958598549935897,0.31350388593922773,-5.874900949235207e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.1449535,5.923589961825072e-19,0.39585985499365794,0.31350388593927386,-5.874555501817639e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.1665516,5.923586265481266e-19,0.39585985499363824,0.31350388593921374,-5.874343530323284e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.1877973,5.923583997311968e-19,0.39585985499364507,0.31350388593924167,-5.874213461571979e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.2092166,5.923582605560411e-19,0.39585985499362786,0.31350388593922984,-5.874133649518769e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.2254882,5.923581751531889e-19,0.3958598549936456,0.31350388593926465,-5.874084675699248e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.2385664,5.923581227502129e-19,0.39585985499364656,0.3135038859392574,-5.874054624612605e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.2554276,5.923580905964784e-19,0.39585985499363785,0.313503885939225,-5.874036184866898e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.2775774,5.923580708668893e-19,0.39585985499363746,0.3135038859392246,-5.874024869996418e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.2981708,5.9235805876089925e-19,0.39585985499362963,0.3135038859391991,-5.87401792704557e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.3188283,5.923580513299653e-19,0.3958598549936384,0.31350388593920525,-5.874013666726493e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.3399234,5.923580467731078e-19,0.39585985499364273,0.31350388593925477,-5.874011052533609e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.3565958,5.923580439724822e-19,0.39585985499364307,0.3135038859392584,-5.874009448438832e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.378073,5.923580422584171e-19,0.3958598549936431,0.3135038859392362,-5.874008464123326e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.3973658,5.923580412046835e-19,0.3958598549936463,0.31350388593924894,-5.874007860164548e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.4168484,5.923580405579352e-19,0.395859854993643,0.3135038859392727,-5.874007489568029e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.437927,5.923580401581952e-19,0.39585985499364557,0.3135038859392627,-5.874007262130373e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.4574795,5.9235803991789245e-19,0.3958598549936414,0.3135038859392383,-5.874007122561994e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.4774847,5.923580397686475e-19,0.39585985499364695,0.313503885939269,-5.874007036940485e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.5001488,5.923580396772683e-19,0.3958598549936454,0.3135038859392535,-5.874006984390641e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.5171876,5.923580396194083e-19,0.39585985499363563,0.3135038859392377,-5.874006952160492e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.5378165,5.923580395844585e-19,0.3958598549936324,0.31350388593921974,-5.874006932337904e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.555978,5.923580395650777e-19,0.39585985499363824,0.3135038859392603,-5.874006920200071e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.576542,5.923580395526925e-19,0.39585985499364723,0.3135038859392455,-5.874006912771175e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.5953848,5.92358039543207e-19,0.3958598549936483,0.31350388593925343,-5.87400690822679e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.618625,5.923580395374704e-19,0.39585985499363874,0.31350388593923095,-5.874006905412608e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.6381164,5.92358039534892e-19,0.39585985499364196,0.31350388593926876,-5.874006903669079e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.6590738,5.923580395348195e-19,0.3958598549936367,0.31350388593924455,-5.874006902610501e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.6773727,5.92358039532645e-19,0.39585985499364074,0.3135038859392248,-5.874006901987502e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.6966596,5.923580395305575e-19,0.39585985499363585,0.31350388593923534,-5.874006901597778e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.7195978,5.923580395320445e-19,0.3958598549936406,0.313503885939229,-5.874006901344472e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.7448683,5.923580395324878e-19,0.3958598549936305,0.3135038859392131,-5.874006901195007e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.7661364,5.923580395298832e-19,0.3958598549936387,0.31350388593926165,-5.874006901108623e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.7907808,5.923580395329221e-19,0.3958598549936437,0.3135038859392421,-5.874006901027855e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.8099995,5.923580395316712e-19,0.39585985499364357,0.3135038859392404,-5.874006901017136e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.8348732,5.923580395336979e-19,0.39585985499363735,0.3135038859392283,-5.874006901011859e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.855016,5.923580395318725e-19,0.39585985499364124,0.3135038859392511,-5.8740069009828e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.872641,5.923580395306706e-19,0.3958598549936363,0.31350388593924555,-5.874006900969724e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.8872325,5.923580395316784e-19,0.39585985499363546,0.3135038859392343,-5.874006900979593e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.9085245,5.923580395312151e-19,0.39585985499365167,0.313503885939256,-5.87400690096793e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.926184,5.9235803953132095e-19,0.39585985499364074,0.31350388593925244,-5.874006900988698e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.9427404,5.923580395326246e-19,0.3958598549936458,0.3135038859392761,-5.874006900982716e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.974331,5.923580395313254e-19,0.39585985499364207,0.31350388593923006,-5.874006900972842e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945410.9959576,5.923580395297725e-19,0.3958598549936441,0.3135038859392975,-5.874006900960678e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945411.0177927,5.923580395321647e-19,0.3958598549936469,0.3135038859392583,-5.874006900946527e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945411.0382173,5.923580395328351e-19,0.3958598549936435,0.3135038859392445,-5.87400690095573e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945411.0579147,5.9235803953157055e-19,0.39585985499364396,0.31350388593923956,-5.874006900964859e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945411.0689883,5.923580395315006e-19,0.39585985499362963,0.3135038859392321,-5.874006900972545e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
0,1782945411.081995,5.9235803953136255e-19,0.3958598549936523,0.31350388593926876,-5.874006900976793e-20,0.787,-0.0,0.757,1.0,0.0,-0.0,0.0
